994
1988
pt=0, lineID=781, koords=(0.182,73.33) <-> pt=1, lineID=781, koords=(5.6953,74.9794) & pt=0, lineID=308, koords=(0.119,95.031) <-> pt=1, lineID=308, koords=(2.628,90.2407)
pt=0, lineID=131, koords=(21.1849,20.6585) <-> pt=1, lineID=131, koords=(21.649,17.08) & pt=0, lineID=78, koords=(15.464,11.435) <-> pt=1, lineID=78, koords=(21.483,19.674)
pt=0, lineID=501, koords=(21.029,35.842) <-> pt=1, lineID=501, koords=(25.9225,38.4436) & pt=0, lineID=494, koords=(18.737,37.341) <-> pt=1, lineID=494, koords=(26.188,34.2718)
pt=0, lineID=824, koords=(19.467,40.4813) <-> pt=1, lineID=824, koords=(21.555,34.987) & pt=0, lineID=69, koords=(19.026,27.667) <-> pt=1, lineID=69, koords=(21.5965,31.3941)
pt=0, lineID=327, koords=(21.197,6.643) <-> pt=1, lineID=327, koords=(22.8407,6.2939) & pt=0, lineID=787, koords=(19.107,8.271) <-> pt=1, lineID=787, koords=(24.7388,13.6186)
pt=0, lineID=327, koords=(21.197,6.643) <-> pt=1, lineID=327, koords=(22.8407,6.2939) & pt=0, lineID=558, koords=(20.33,2.611) <-> pt=1, lineID=558, koords=(27.6336,2.986)
pt=0, lineID=865, koords=(21.3378,75.0762) <-> pt=1, lineID=865, koords=(23.372,81.71) & pt=0, lineID=645, koords=(13.976,82.144) <-> pt=1, lineID=645, koords=(22.0858,83.7521)
pt=0, lineID=865, koords=(21.3378,75.0762) <-> pt=1, lineID=865, koords=(23.372,81.71) & pt=0, lineID=682, koords=(19.756,77.028) <-> pt=1, lineID=682, koords=(24.9004,70.6079)
pt=0, lineID=78, koords=(15.464,11.435) <-> pt=1, lineID=78, koords=(21.483,19.674) & pt=0, lineID=909, koords=(18.049,18.863) <-> pt=1, lineID=909, koords=(25.3821,22.8742)
pt=0, lineID=131, koords=(21.1849,20.6585) <-> pt=1, lineID=131, koords=(21.649,17.08) & pt=0, lineID=331, koords=(18.889,17.82) <-> pt=1, lineID=331, koords=(24.0032,20.4917)
pt=0, lineID=198, koords=(21.339,69.911) <-> pt=1, lineID=198, koords=(22.0465,65.8497) & pt=0, lineID=217, koords=(14.631,69.816) <-> pt=1, lineID=217, koords=(21.4577,70.3122)
pt=0, lineID=198, koords=(21.339,69.911) <-> pt=1, lineID=198, koords=(22.0465,65.8497) & pt=0, lineID=715, koords=(18.493,68.53) <-> pt=1, lineID=715, koords=(22.1191,69.3487)
pt=0, lineID=374, koords=(19.327,16.897) <-> pt=1, lineID=374, koords=(26.684,24.9231) & pt=0, lineID=131, koords=(21.1849,20.6585) <-> pt=1, lineID=131, koords=(21.649,17.08)
pt=0, lineID=331, koords=(18.889,17.82) <-> pt=1, lineID=331, koords=(24.0032,20.4917) & pt=0, lineID=19, koords=(17.693,11.187) <-> pt=1, lineID=19, koords=(24.4505,18.18)
pt=0, lineID=881, koords=(21.368,97.542) <-> pt=1, lineID=881, koords=(24.8005,88.0241) & pt=0, lineID=104, koords=(20.0387,86.9298) <-> pt=1, lineID=104, koords=(21.836,92.051)
pt=0, lineID=93, koords=(20.201,47.264) <-> pt=1, lineID=93, koords=(24.6232,51.8773) & pt=0, lineID=32, koords=(18.25,52.512) <-> pt=1, lineID=32, koords=(25.4126,50.3487)
pt=0, lineID=588, koords=(20.596,48.4) <-> pt=1, lineID=588, koords=(27.4116,49.2058) & pt=0, lineID=873, koords=(21.0993,47.0474) <-> pt=1, lineID=873, koords=(23.249,47.361)
pt=0, lineID=374, koords=(19.327,16.897) <-> pt=1, lineID=374, koords=(26.684,24.9231) & pt=0, lineID=78, koords=(15.464,11.435) <-> pt=1, lineID=78, koords=(21.483,19.674)
pt=0, lineID=131, koords=(21.1849,20.6585) <-> pt=1, lineID=131, koords=(21.649,17.08) & pt=0, lineID=331, koords=(18.889,17.82) <-> pt=1, lineID=331, koords=(24.0032,20.4917)
pt=0, lineID=331, koords=(18.889,17.82) <-> pt=1, lineID=331, koords=(24.0032,20.4917) & pt=0, lineID=374, koords=(19.327,16.897) <-> pt=1, lineID=374, koords=(26.684,24.9231)
pt=0, lineID=131, koords=(21.1849,20.6585) <-> pt=1, lineID=131, koords=(21.649,17.08) & pt=0, lineID=19, koords=(17.693,11.187) <-> pt=1, lineID=19, koords=(24.4505,18.18)
pt=0, lineID=731, koords=(21.417,61.5283) <-> pt=1, lineID=731, koords=(22.876,63.458) & pt=0, lineID=497, koords=(19.6681,66.1638) <-> pt=1, lineID=497, koords=(21.637,68.554)
pt=0, lineID=731, koords=(21.417,61.5283) <-> pt=1, lineID=731, koords=(22.876,63.458) & pt=0, lineID=594, koords=(17.811,59.379) <-> pt=1, lineID=594, koords=(23.2683,61.8704)
pt=0, lineID=612, koords=(14.992,83.656) <-> pt=1, lineID=612, koords=(21.7202,84.6684) & pt=0, lineID=104, koords=(20.0387,86.9298) <-> pt=1, lineID=104, koords=(21.836,92.051)
pt=0, lineID=401, koords=(16.815,90.948) <-> pt=1, lineID=401, koords=(22.5603,83.1044) & pt=0, lineID=645, koords=(13.976,82.144) <-> pt=1, lineID=645, koords=(22.0858,83.7521)
pt=0, lineID=263, koords=(19.55,69.666) <-> pt=1, lineID=263, koords=(21.9455,71.1452) & pt=0, lineID=198, koords=(21.339,69.911) <-> pt=1, lineID=198, koords=(22.0465,65.8497)
pt=0, lineID=715, koords=(18.493,68.53) <-> pt=1, lineID=715, koords=(22.1191,69.3487) & pt=0, lineID=263, koords=(19.55,69.666) <-> pt=1, lineID=263, koords=(21.9455,71.1452)
pt=0, lineID=198, koords=(21.339,69.911) <-> pt=1, lineID=198, koords=(22.0465,65.8497) & pt=0, lineID=497, koords=(19.6681,66.1638) <-> pt=1, lineID=497, koords=(21.637,68.554)
pt=0, lineID=909, koords=(18.049,18.863) <-> pt=1, lineID=909, koords=(25.3821,22.8742) & pt=0, lineID=374, koords=(19.327,16.897) <-> pt=1, lineID=374, koords=(26.684,24.9231)
pt=0, lineID=821, koords=(20.545,24.256) <-> pt=1, lineID=821, koords=(22.0759,23.2352) & pt=0, lineID=886, koords=(20.51,20.681) <-> pt=1, lineID=886, koords=(23.1585,23.5056)
pt=0, lineID=501, koords=(21.029,35.842) <-> pt=1, lineID=501, koords=(25.9225,38.4436) & pt=0, lineID=69, koords=(19.026,27.667) <-> pt=1, lineID=69, koords=(21.5965,31.3941)
pt=0, lineID=497, koords=(19.6681,66.1638) <-> pt=1, lineID=497, koords=(21.637,68.554) & pt=0, lineID=715, koords=(18.493,68.53) <-> pt=1, lineID=715, koords=(22.1191,69.3487)
pt=0, lineID=198, koords=(21.339,69.911) <-> pt=1, lineID=198, koords=(22.0465,65.8497) & pt=0, lineID=731, koords=(21.417,61.5283) <-> pt=1, lineID=731, koords=(22.876,63.458)
pt=0, lineID=652, koords=(21.588,12.814) <-> pt=1, lineID=652, koords=(28.2414,13.5791) & pt=0, lineID=275, koords=(21.188,13.174) <-> pt=1, lineID=275, koords=(24.3993,19.3696)
pt=0, lineID=652, koords=(21.588,12.814) <-> pt=1, lineID=652, koords=(28.2414,13.5791) & pt=0, lineID=787, koords=(19.107,8.271) <-> pt=1, lineID=787, koords=(24.7388,13.6186)
pt=0, lineID=501, koords=(21.029,35.842) <-> pt=1, lineID=501, koords=(25.9225,38.4436) & pt=0, lineID=821, koords=(20.545,24.256) <-> pt=1, lineID=821, koords=(22.0759,23.2352)
pt=0, lineID=350, koords=(21.615,43.255) <-> pt=1, lineID=350, koords=(24.9688,40.1154) & pt=0, lineID=614, koords=(19.577,41.698) <-> pt=1, lineID=614, koords=(23.6912,45.1782)
pt=0, lineID=350, koords=(21.615,43.255) <-> pt=1, lineID=350, koords=(24.9688,40.1154) & pt=0, lineID=318, koords=(19.989,41.927) <-> pt=1, lineID=318, koords=(26.4397,45.3731)
pt=0, lineID=501, koords=(21.029,35.842) <-> pt=1, lineID=501, koords=(25.9225,38.4436) & pt=0, lineID=518, koords=(14.597,40.684) <-> pt=1, lineID=518, koords=(21.6954,42.128)
pt=0, lineID=494, koords=(18.737,37.341) <-> pt=1, lineID=494, koords=(26.188,34.2718) & pt=0, lineID=821, koords=(20.545,24.256) <-> pt=1, lineID=821, koords=(22.0759,23.2352)
pt=0, lineID=715, koords=(18.493,68.53) <-> pt=1, lineID=715, koords=(22.1191,69.3487) & pt=0, lineID=198, koords=(21.339,69.911) <-> pt=1, lineID=198, koords=(22.0465,65.8497)
pt=0, lineID=198, koords=(21.339,69.911) <-> pt=1, lineID=198, koords=(22.0465,65.8497) & pt=0, lineID=263, koords=(19.55,69.666) <-> pt=1, lineID=263, koords=(21.9455,71.1452)
pt=0, lineID=715, koords=(18.493,68.53) <-> pt=1, lineID=715, koords=(22.1191,69.3487) & pt=0, lineID=731, koords=(21.417,61.5283) <-> pt=1, lineID=731, koords=(22.876,63.458)
pt=0, lineID=331, koords=(18.889,17.82) <-> pt=1, lineID=331, koords=(24.0032,20.4917) & pt=0, lineID=19, koords=(17.693,11.187) <-> pt=1, lineID=19, koords=(24.4505,18.18)
pt=0, lineID=83, koords=(20.848,42.333) <-> pt=1, lineID=83, koords=(28.6114,43.7432) & pt=0, lineID=501, koords=(21.029,35.842) <-> pt=1, lineID=501, koords=(25.9225,38.4436)
pt=0, lineID=104, koords=(20.0387,86.9298) <-> pt=1, lineID=104, koords=(21.836,92.051) & pt=0, lineID=401, koords=(16.815,90.948) <-> pt=1, lineID=401, koords=(22.5603,83.1044)
pt=0, lineID=881, koords=(21.368,97.542) <-> pt=1, lineID=881, koords=(24.8005,88.0241) & pt=0, lineID=401, koords=(16.815,90.948) <-> pt=1, lineID=401, koords=(22.5603,83.1044)
pt=0, lineID=154, koords=(21.839,60.755) <-> pt=1, lineID=154, koords=(25.4499,55.3854) & pt=0, lineID=594, koords=(17.811,59.379) <-> pt=1, lineID=594, koords=(23.2683,61.8704)
pt=0, lineID=154, koords=(21.839,60.755) <-> pt=1, lineID=154, koords=(25.4499,55.3854) & pt=0, lineID=53, koords=(20.494,60.409) <-> pt=1, lineID=53, koords=(27.8011,59.9638)
pt=0, lineID=544, koords=(21.9142,7.2899) <-> pt=1, lineID=544, koords=(22.658,4.383) & pt=0, lineID=787, koords=(19.107,8.271) <-> pt=1, lineID=787, koords=(24.7388,13.6186)
pt=0, lineID=544, koords=(21.9142,7.2899) <-> pt=1, lineID=544, koords=(22.658,4.383) & pt=0, lineID=327, koords=(21.197,6.643) <-> pt=1, lineID=327, koords=(22.8407,6.2939)
pt=0, lineID=318, koords=(19.989,41.927) <-> pt=1, lineID=318, koords=(26.4397,45.3731) & pt=0, lineID=614, koords=(19.577,41.698) <-> pt=1, lineID=614, koords=(23.6912,45.1782)
pt=0, lineID=350, koords=(21.615,43.255) <-> pt=1, lineID=350, koords=(24.9688,40.1154) & pt=0, lineID=83, koords=(20.848,42.333) <-> pt=1, lineID=83, koords=(28.6114,43.7432)
pt=0, lineID=759, koords=(21.9409,51.5951) <-> pt=1, lineID=759, koords=(22.398,49.86) & pt=0, lineID=826, koords=(20.115,53.9) <-> pt=1, lineID=826, koords=(25.6048,53.7192)
pt=0, lineID=759, koords=(21.9409,51.5951) <-> pt=1, lineID=759, koords=(22.398,49.86) & pt=0, lineID=32, koords=(18.25,52.512) <-> pt=1, lineID=32, koords=(25.4126,50.3487)
pt=0, lineID=988, koords=(20.5088,70.1582) <-> pt=1, lineID=988, koords=(22.392,72.858) & pt=0, lineID=198, koords=(21.339,69.911) <-> pt=1, lineID=198, koords=(22.0465,65.8497)
pt=0, lineID=32, koords=(18.25,52.512) <-> pt=1, lineID=32, koords=(25.4126,50.3487) & pt=0, lineID=826, koords=(20.115,53.9) <-> pt=1, lineID=826, koords=(25.6048,53.7192)
pt=0, lineID=759, koords=(21.9409,51.5951) <-> pt=1, lineID=759, koords=(22.398,49.86) & pt=0, lineID=93, koords=(20.201,47.264) <-> pt=1, lineID=93, koords=(24.6232,51.8773)
pt=0, lineID=988, koords=(20.5088,70.1582) <-> pt=1, lineID=988, koords=(22.392,72.858) & pt=0, lineID=715, koords=(18.493,68.53) <-> pt=1, lineID=715, koords=(22.1191,69.3487)
pt=0, lineID=494, koords=(18.737,37.341) <-> pt=1, lineID=494, koords=(26.188,34.2718) & pt=0, lineID=886, koords=(20.51,20.681) <-> pt=1, lineID=886, koords=(23.1585,23.5056)
pt=0, lineID=401, koords=(16.815,90.948) <-> pt=1, lineID=401, koords=(22.5603,83.1044) & pt=0, lineID=865, koords=(21.3378,75.0762) <-> pt=1, lineID=865, koords=(23.372,81.71)
pt=0, lineID=39, koords=(22.106,52.543) <-> pt=1, lineID=39, koords=(24.8407,56.1139) & pt=0, lineID=826, koords=(20.115,53.9) <-> pt=1, lineID=826, koords=(25.6048,53.7192)
pt=0, lineID=39, koords=(22.106,52.543) <-> pt=1, lineID=39, koords=(24.8407,56.1139) & pt=0, lineID=32, koords=(18.25,52.512) <-> pt=1, lineID=32, koords=(25.4126,50.3487)
pt=0, lineID=988, koords=(20.5088,70.1582) <-> pt=1, lineID=988, koords=(22.392,72.858) & pt=0, lineID=731, koords=(21.417,61.5283) <-> pt=1, lineID=731, koords=(22.876,63.458)
pt=0, lineID=327, koords=(21.197,6.643) <-> pt=1, lineID=327, koords=(22.8407,6.2939) & pt=0, lineID=787, koords=(19.107,8.271) <-> pt=1, lineID=787, koords=(24.7388,13.6186)
pt=0, lineID=544, koords=(21.9142,7.2899) <-> pt=1, lineID=544, koords=(22.658,4.383) & pt=0, lineID=558, koords=(20.33,2.611) <-> pt=1, lineID=558, koords=(27.6336,2.986)
pt=0, lineID=53, koords=(20.494,60.409) <-> pt=1, lineID=53, koords=(27.8011,59.9638) & pt=0, lineID=594, koords=(17.811,59.379) <-> pt=1, lineID=594, koords=(23.2683,61.8704)
pt=0, lineID=154, koords=(21.839,60.755) <-> pt=1, lineID=154, koords=(25.4499,55.3854) & pt=0, lineID=826, koords=(20.115,53.9) <-> pt=1, lineID=826, koords=(25.6048,53.7192)
pt=0, lineID=938, koords=(22.2064,60.2203) <-> pt=1, lineID=938, koords=(24.285,57.539) & pt=0, lineID=53, koords=(20.494,60.409) <-> pt=1, lineID=53, koords=(27.8011,59.9638)
pt=0, lineID=938, koords=(22.2064,60.2203) <-> pt=1, lineID=938, koords=(24.285,57.539) & pt=0, lineID=154, koords=(21.839,60.755) <-> pt=1, lineID=154, koords=(25.4499,55.3854)
pt=0, lineID=828, koords=(22.219,41.596) <-> pt=1, lineID=828, koords=(22.6549,43.3359) & pt=0, lineID=83, koords=(20.848,42.333) <-> pt=1, lineID=83, koords=(28.6114,43.7432)
pt=0, lineID=828, koords=(22.219,41.596) <-> pt=1, lineID=828, koords=(22.6549,43.3359) & pt=0, lineID=501, koords=(21.029,35.842) <-> pt=1, lineID=501, koords=(25.9225,38.4436)
pt=0, lineID=83, koords=(20.848,42.333) <-> pt=1, lineID=83, koords=(28.6114,43.7432) & pt=0, lineID=318, koords=(19.989,41.927) <-> pt=1, lineID=318, koords=(26.4397,45.3731)
pt=0, lineID=350, koords=(21.615,43.255) <-> pt=1, lineID=350, koords=(24.9688,40.1154) & pt=0, lineID=828, koords=(22.219,41.596) <-> pt=1, lineID=828, koords=(22.6549,43.3359)
pt=0, lineID=628, koords=(22.373,60.909) <-> pt=1, lineID=628, koords=(23.893,62.8309) & pt=0, lineID=594, koords=(17.811,59.379) <-> pt=1, lineID=594, koords=(23.2683,61.8704)
pt=0, lineID=628, koords=(22.373,60.909) <-> pt=1, lineID=628, koords=(23.893,62.8309) & pt=0, lineID=53, koords=(20.494,60.409) <-> pt=1, lineID=53, koords=(27.8011,59.9638)
pt=0, lineID=682, koords=(19.756,77.028) <-> pt=1, lineID=682, koords=(24.9004,70.6079) & pt=0, lineID=731, koords=(21.417,61.5283) <-> pt=1, lineID=731, koords=(22.876,63.458)
pt=0, lineID=32, koords=(18.25,52.512) <-> pt=1, lineID=32, koords=(25.4126,50.3487) & pt=0, lineID=93, koords=(20.201,47.264) <-> pt=1, lineID=93, koords=(24.6232,51.8773)
pt=0, lineID=828, koords=(22.219,41.596) <-> pt=1, lineID=828, koords=(22.6549,43.3359) & pt=0, lineID=83, koords=(20.848,42.333) <-> pt=1, lineID=83, koords=(28.6114,43.7432)
pt=0, lineID=350, koords=(21.615,43.255) <-> pt=1, lineID=350, koords=(24.9688,40.1154) & pt=0, lineID=501, koords=(21.029,35.842) <-> pt=1, lineID=501, koords=(25.9225,38.4436)
pt=0, lineID=828, koords=(22.219,41.596) <-> pt=1, lineID=828, koords=(22.6549,43.3359) & pt=0, lineID=318, koords=(19.989,41.927) <-> pt=1, lineID=318, koords=(26.4397,45.3731)
pt=0, lineID=83, koords=(20.848,42.333) <-> pt=1, lineID=83, koords=(28.6114,43.7432) & pt=0, lineID=350, koords=(21.615,43.255) <-> pt=1, lineID=350, koords=(24.9688,40.1154)
pt=0, lineID=223, koords=(22.558,55.637) <-> pt=1, lineID=223, koords=(28.4624,55.9177) & pt=0, lineID=154, koords=(21.839,60.755) <-> pt=1, lineID=154, koords=(25.4499,55.3854)
pt=0, lineID=223, koords=(22.558,55.637) <-> pt=1, lineID=223, koords=(28.4624,55.9177) & pt=0, lineID=826, koords=(20.115,53.9) <-> pt=1, lineID=826, koords=(25.6048,53.7192)
pt=0, lineID=881, koords=(21.368,97.542) <-> pt=1, lineID=881, koords=(24.8005,88.0241) & pt=0, lineID=865, koords=(21.3378,75.0762) <-> pt=1, lineID=865, koords=(23.372,81.71)
pt=0, lineID=318, koords=(19.989,41.927) <-> pt=1, lineID=318, koords=(26.4397,45.3731) & pt=0, lineID=83, koords=(20.848,42.333) <-> pt=1, lineID=83, koords=(28.6114,43.7432)
pt=0, lineID=327, koords=(21.197,6.643) <-> pt=1, lineID=327, koords=(22.8407,6.2939) & pt=0, lineID=558, koords=(20.33,2.611) <-> pt=1, lineID=558, koords=(27.6336,2.986)
pt=0, lineID=309, koords=(22.675,62.411) <-> pt=1, lineID=309, koords=(25.7628,63.7301) & pt=0, lineID=731, koords=(21.417,61.5283) <-> pt=1, lineID=731, koords=(22.876,63.458)
pt=0, lineID=309, koords=(22.675,62.411) <-> pt=1, lineID=309, koords=(25.7628,63.7301) & pt=0, lineID=594, koords=(17.811,59.379) <-> pt=1, lineID=594, koords=(23.2683,61.8704)
pt=0, lineID=593, koords=(22.725,15.479) <-> pt=1, lineID=593, koords=(23.2851,19.2354) & pt=0, lineID=275, koords=(21.188,13.174) <-> pt=1, lineID=275, koords=(24.3993,19.3696)
pt=0, lineID=593, koords=(22.725,15.479) <-> pt=1, lineID=593, koords=(23.2851,19.2354) & pt=0, lineID=652, koords=(21.588,12.814) <-> pt=1, lineID=652, koords=(28.2414,13.5791)
pt=0, lineID=787, koords=(19.107,8.271) <-> pt=1, lineID=787, koords=(24.7388,13.6186) & pt=0, lineID=558, koords=(20.33,2.611) <-> pt=1, lineID=558, koords=(27.6336,2.986)
pt=0, lineID=593, koords=(22.725,15.479) <-> pt=1, lineID=593, koords=(23.2851,19.2354) & pt=0, lineID=19, koords=(17.693,11.187) <-> pt=1, lineID=19, koords=(24.4505,18.18)
pt=0, lineID=275, koords=(21.188,13.174) <-> pt=1, lineID=275, koords=(24.3993,19.3696) & pt=0, lineID=652, koords=(21.588,12.814) <-> pt=1, lineID=652, koords=(28.2414,13.5791)
pt=0, lineID=682, koords=(19.756,77.028) <-> pt=1, lineID=682, koords=(24.9004,70.6079) & pt=0, lineID=309, koords=(22.675,62.411) <-> pt=1, lineID=309, koords=(25.7628,63.7301)
pt=0, lineID=593, koords=(22.725,15.479) <-> pt=1, lineID=593, koords=(23.2851,19.2354) & pt=0, lineID=331, koords=(18.889,17.82) <-> pt=1, lineID=331, koords=(24.0032,20.4917)
pt=0, lineID=19, koords=(17.693,11.187) <-> pt=1, lineID=19, koords=(24.4505,18.18) & pt=0, lineID=275, koords=(21.188,13.174) <-> pt=1, lineID=275, koords=(24.3993,19.3696)
pt=0, lineID=275, koords=(21.188,13.174) <-> pt=1, lineID=275, koords=(24.3993,19.3696) & pt=0, lineID=593, koords=(22.725,15.479) <-> pt=1, lineID=593, koords=(23.2851,19.2354)
pt=0, lineID=19, koords=(17.693,11.187) <-> pt=1, lineID=19, koords=(24.4505,18.18) & pt=0, lineID=652, koords=(21.588,12.814) <-> pt=1, lineID=652, koords=(28.2414,13.5791)
pt=0, lineID=103, koords=(23.023,48.896) <-> pt=1, lineID=103, koords=(26.4332,52.5353) & pt=0, lineID=93, koords=(20.201,47.264) <-> pt=1, lineID=93, koords=(24.6232,51.8773)
pt=0, lineID=103, koords=(23.023,48.896) <-> pt=1, lineID=103, koords=(26.4332,52.5353) & pt=0, lineID=588, koords=(20.596,48.4) <-> pt=1, lineID=588, koords=(27.4116,49.2058)
pt=0, lineID=628, koords=(22.373,60.909) <-> pt=1, lineID=628, koords=(23.893,62.8309) & pt=0, lineID=309, koords=(22.675,62.411) <-> pt=1, lineID=309, koords=(25.7628,63.7301)
pt=0, lineID=594, koords=(17.811,59.379) <-> pt=1, lineID=594, koords=(23.2683,61.8704) & pt=0, lineID=53, koords=(20.494,60.409) <-> pt=1, lineID=53, koords=(27.8011,59.9638)
pt=0, lineID=39, koords=(22.106,52.543) <-> pt=1, lineID=39, koords=(24.8407,56.1139) & pt=0, lineID=223, koords=(22.558,55.637) <-> pt=1, lineID=223, koords=(28.4624,55.9177)
pt=0, lineID=826, koords=(20.115,53.9) <-> pt=1, lineID=826, koords=(25.6048,53.7192) & pt=0, lineID=32, koords=(18.25,52.512) <-> pt=1, lineID=32, koords=(25.4126,50.3487)
pt=0, lineID=494, koords=(18.737,37.341) <-> pt=1, lineID=494, koords=(26.188,34.2718) & pt=0, lineID=909, koords=(18.049,18.863) <-> pt=1, lineID=909, koords=(25.3821,22.8742)
pt=0, lineID=588, koords=(20.596,48.4) <-> pt=1, lineID=588, koords=(27.4116,49.2058) & pt=0, lineID=614, koords=(19.577,41.698) <-> pt=1, lineID=614, koords=(23.6912,45.1782)
pt=0, lineID=628, koords=(22.373,60.909) <-> pt=1, lineID=628, koords=(23.893,62.8309) & pt=0, lineID=53, koords=(20.494,60.409) <-> pt=1, lineID=53, koords=(27.8011,59.9638)
pt=0, lineID=331, koords=(18.889,17.82) <-> pt=1, lineID=331, koords=(24.0032,20.4917) & pt=0, lineID=275, koords=(21.188,13.174) <-> pt=1, lineID=275, koords=(24.3993,19.3696)
pt=0, lineID=881, koords=(21.368,97.542) <-> pt=1, lineID=881, koords=(24.8005,88.0241) & pt=0, lineID=682, koords=(19.756,77.028) <-> pt=1, lineID=682, koords=(24.9004,70.6079)
pt=0, lineID=420, koords=(23.428,71.379) <-> pt=1, lineID=420, koords=(25.209,66.624) & pt=0, lineID=682, koords=(19.756,77.028) <-> pt=1, lineID=682, koords=(24.9004,70.6079)
pt=0, lineID=420, koords=(23.428,71.379) <-> pt=1, lineID=420, koords=(25.209,66.624) & pt=0, lineID=309, koords=(22.675,62.411) <-> pt=1, lineID=309, koords=(25.7628,63.7301)
pt=0, lineID=799, koords=(23.43,3.956) <-> pt=1, lineID=799, koords=(24.7732,12.2096) & pt=0, lineID=787, koords=(19.107,8.271) <-> pt=1, lineID=787, koords=(24.7388,13.6186)
pt=0, lineID=799, koords=(23.43,3.956) <-> pt=1, lineID=799, koords=(24.7732,12.2096) & pt=0, lineID=558, koords=(20.33,2.611) <-> pt=1, lineID=558, koords=(27.6336,2.986)
pt=0, lineID=213, koords=(23.528,35.743) <-> pt=1, lineID=213, koords=(30.7944,32.9151) & pt=0, lineID=501, koords=(21.029,35.842) <-> pt=1, lineID=501, koords=(25.9225,38.4436)
pt=0, lineID=213, koords=(23.528,35.743) <-> pt=1, lineID=213, koords=(30.7944,32.9151) & pt=0, lineID=494, koords=(18.737,37.341) <-> pt=1, lineID=494, koords=(26.188,34.2718)
pt=0, lineID=489, koords=(23.5346,87.5597) <-> pt=1, lineID=489, koords=(25.7,86.861) & pt=0, lineID=881, koords=(21.368,97.542) <-> pt=1, lineID=881, koords=(24.8005,88.0241)
pt=0, lineID=489, koords=(23.5346,87.5597) <-> pt=1, lineID=489, koords=(25.7,86.861) & pt=0, lineID=682, koords=(19.756,77.028) <-> pt=1, lineID=682, koords=(24.9004,70.6079)
pt=0, lineID=93, koords=(20.201,47.264) <-> pt=1, lineID=93, koords=(24.6232,51.8773) & pt=0, lineID=826, koords=(20.115,53.9) <-> pt=1, lineID=826, koords=(25.6048,53.7192)
pt=0, lineID=32, koords=(18.25,52.512) <-> pt=1, lineID=32, koords=(25.4126,50.3487) & pt=0, lineID=103, koords=(23.023,48.896) <-> pt=1, lineID=103, koords=(26.4332,52.5353)
pt=0, lineID=588, koords=(20.596,48.4) <-> pt=1, lineID=588, koords=(27.4116,49.2058) & pt=0, lineID=318, koords=(19.989,41.927) <-> pt=1, lineID=318, koords=(26.4397,45.3731)
pt=0, lineID=676, koords=(23.7357,80.5132) <-> pt=1, lineID=676, koords=(25.759,83.083) & pt=0, lineID=489, koords=(23.5346,87.5597) <-> pt=1, lineID=489, koords=(25.7,86.861)
pt=0, lineID=676, koords=(23.7357,80.5132) <-> pt=1, lineID=676, koords=(25.759,83.083) & pt=0, lineID=682, koords=(19.756,77.028) <-> pt=1, lineID=682, koords=(24.9004,70.6079)
pt=0, lineID=697, koords=(23.839,73.82) <-> pt=1, lineID=697, koords=(27.6688,74.4721) & pt=0, lineID=676, koords=(23.7357,80.5132) <-> pt=1, lineID=676, koords=(25.759,83.083)
pt=0, lineID=697, koords=(23.839,73.82) <-> pt=1, lineID=697, koords=(27.6688,74.4721) & pt=0, lineID=682, koords=(19.756,77.028) <-> pt=1, lineID=682, koords=(24.9004,70.6079)
pt=0, lineID=658, koords=(23.8617,37.7421) <-> pt=1, lineID=658, koords=(24.762,33.088) & pt=0, lineID=350, koords=(21.615,43.255) <-> pt=1, lineID=350, koords=(24.9688,40.1154)
pt=0, lineID=658, koords=(23.8617,37.7421) <-> pt=1, lineID=658, koords=(24.762,33.088) & pt=0, lineID=501, koords=(21.029,35.842) <-> pt=1, lineID=501, koords=(25.9225,38.4436)
pt=0, lineID=309, koords=(22.675,62.411) <-> pt=1, lineID=309, koords=(25.7628,63.7301) & pt=0, lineID=53, koords=(20.494,60.409) <-> pt=1, lineID=53, koords=(27.8011,59.9638)
pt=0, lineID=73, koords=(23.906,65.134) <-> pt=1, lineID=73, koords=(25.1995,58.8824) & pt=0, lineID=420, koords=(23.428,71.379) <-> pt=1, lineID=420, koords=(25.209,66.624)
pt=0, lineID=73, koords=(23.906,65.134) <-> pt=1, lineID=73, koords=(25.1995,58.8824) & pt=0, lineID=309, koords=(22.675,62.411) <-> pt=1, lineID=309, koords=(25.7628,63.7301)
pt=0, lineID=292, koords=(23.926,2.395) <-> pt=1, lineID=292, koords=(27.2613,10.6682) & pt=0, lineID=558, koords=(20.33,2.611) <-> pt=1, lineID=558, koords=(27.6336,2.986)
pt=0, lineID=501, koords=(21.029,35.842) <-> pt=1, lineID=501, koords=(25.9225,38.4436) & pt=0, lineID=350, koords=(21.615,43.255) <-> pt=1, lineID=350, koords=(24.9688,40.1154)
pt=0, lineID=658, koords=(23.8617,37.7421) <-> pt=1, lineID=658, koords=(24.762,33.088) & pt=0, lineID=213, koords=(23.528,35.743) <-> pt=1, lineID=213, koords=(30.7944,32.9151)
pt=0, lineID=374, koords=(19.327,16.897) <-> pt=1, lineID=374, koords=(26.684,24.9231) & pt=0, lineID=275, koords=(21.188,13.174) <-> pt=1, lineID=275, koords=(24.3993,19.3696)
pt=0, lineID=96, koords=(24.041,76.352) <-> pt=1, lineID=96, koords=(29.3242,74.1404) & pt=0, lineID=676, koords=(23.7357,80.5132) <-> pt=1, lineID=676, koords=(25.759,83.083)
